ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Antigüedad,RecÃ¡maras,BaÃ±os,Cuota mensual de mantenimiento,AntigÃ¼edad,Cantidad de pisos,Bodegas,Orientación,OrientaciÃ³n,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,DisposiciÃ³n,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote
1426273402,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426273402-departamento-en-venta-en-corasol-_JM,"$15,752,000",Solidaridad/Riviera Maya,Corales,,250 m²,,4,4,,,,,,,,,,,,,,,,,,,,,,,
1426367693,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426367693-departamento-en-venta-en-gonzalo-guerrero-_JM,"$8,723,000",Solidaridad/Riviera Maya,Gonzalo Guerrero,,122 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1426260587,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426260587-departamento-en-venta-en-playa-del-carmen-centro-_JM,"$1,700,000",Solidaridad/Riviera Maya,Playa del Carmen Centro,,35 m²,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1426247635,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426247635-departamento-en-venta-en-avenida-coba-_JM,"$7,502,300",Tulum,Coba,,156 mÂ²,,,,1,,3,2,,,,,,,,,,,,,,,,,,,
1426241243,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426241243-departamento-en-venta-en-corasol-_JM,"$9,284,000",Solidaridad/Riviera Maya,Corales,,131 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1426266890,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426266890-departamento-en-venta-en-corasol-_JM,"$5,170,000",Solidaridad/Riviera Maya,Corales,,94 m²,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1426247607,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426247607-departamento-en-venta-en-centro-_JM,"U$S132,000",Solidaridad/Riviera Maya,Encuentro,,33 m²,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1426254117,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426254117-departamento-en-venta-en-playa-del-carmen-centro-_JM,"$10,450,000",Solidaridad/Riviera Maya,Playa del Carmen Centro,,218 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1426260568,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426260568-departamento-en-venta-en-corasol-_JM,"$8,646,000",Solidaridad/Riviera Maya,Corales,,165 m²,,3,3,,,,,,,,,,,,,,,,,,,,,,,
1426279758,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426279758-departamento-en-venta-en-aldea-zama-tulum-_JM,"$3,800,000",Tulum,Aldea Zama,,50 m²,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1426266863,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426266863-departamento-en-venta-en-gonzalo-guerrero-_JM,"U$S430,500",Solidaridad/Riviera Maya,Gonzalo Guerrero,,123 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1426241187,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426241187-departamento-en-venta-en-puerto-cancun-_JM,"U$S2,255,000",CancÃºn/Benito JuÃ¡rez,ParaÃ­so CancÃºn,,513 mÂ²,,,,,,4,4,,,,,,,,,,,,,,,,,,,
1426279744,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426279744-departamento-en-venta-en-bonampak-_JM,"$13,984,000",Cancún/Benito Juárez,Residencial Isla Azul,,431 m²,,3,3,1,,,,,,,,,,,,,,,,,,,,,,
1426254085,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426254085-departamento-en-venta-en-playa-del-carmen-centro-_JM,"$2,300,000",Solidaridad/Riviera Maya,Playa del Carmen Centro,,44 m²,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1426254049,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426254049-departamento-en-venta-en-gonzalo-guerrero-_JM,"$4,796,000",Solidaridad/Riviera Maya,Gonzalo Guerrero,,84 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1426260517,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426260517-departamento-en-venta-en-villas-tulum-_JM,"$2,865,450",Tulum,Villas Tulum,,81 m²,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1426254048,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426254048-departamento-en-venta-en-corasol-_JM,"U$S417,500",Solidaridad/Riviera Maya,Corales,,167 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1426260513,quintana-roo,departamento,https://departamento.metroscubicos.com/MLM-1426260513-departamento-en-venta-en-av-coba-_JM,"$4,156,000",Tulum,Coba,,93 m²,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
