ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
939684154,colima,terrenos,https://terreno.metroscubicos.com/MLM-939684154-terrenos-residenciales-coto-privado-la-herradura-norte-colim-_JM,"$738,000",Colima,Otra Colonia,180 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1343543498,colima,se,https://terreno.metroscubicos.com/MLM-1343543498-se-vende-terreno-urbano-de-9000-m2-en-manzanillo-tipo-cd-3-_JM,"$20,000,000",Manzanillo,Del Pacifico,9032 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1401702191,colima,terreno,https://terreno.metroscubicos.com/MLM-1401702191-terreno-en-venta-campestre-laguna-_JM,"$967,200",Villa De Álvarez,Campestre,1209 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1382586834,colima,terreno,https://terreno.metroscubicos.com/MLM-1382586834-terreno-en-venta-en-la-peninsula-de-manzanillo-frente-a-hotel-ocean-view-_JM,"$3,500,000",Manzanillo,Las Hadas,1050 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1331209170,colima,lotes,https://terreno.metroscubicos.com/MLM-1331209170-lotes-de-oportunidad-en-residencial-san-german-_JM,"$1,490,500",Colima,Bugambilias,677 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1358166276,colima,terreno,https://terreno.metroscubicos.com/MLM-1358166276-terreno-en-venta-con-uso-de-suelo-industrial-_JM,"$249,200,000",Manzanillo,Campos,70729.6 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1331221244,colima,excelente,https://terreno.metroscubicos.com/MLM-1331221244-excelente-oportunidad-de-inversion-para-fraccionar-en-comala-_JM,"$12,000,000",Comala,Los Aguajes,30000 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1409601980,colima,terrenos,https://terreno.metroscubicos.com/MLM-1409601980-terrenos-en-venta-a-la-orilla-del-mar-en-fracc-aquarium-campos-manzanillo-_JM,"$630,000",Manzanillo,Fraccionamiento Aquarium,450 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1388562077,colima,lotes,https://terreno.metroscubicos.com/MLM-1388562077-lotes-en-venta-parque-colima-lomas-de-angelopolis-_JM,"$1,479,900",Puebla,San AndrÃ©s Cholula,184 mÂ²,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,
932655900,colima,terrenos,https://terreno.metroscubicos.com/MLM-932655900-terrenos-en-venta-en-fraccionamiento-tierra-alta-villa-de-alvarez-_JM,"$3,310,807",Villa De Álvarez,Chivato,1203.93 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
