ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Antigüedad,Orientación,Cuota mensual de mantenimiento,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Ambientes,Cantidad de pisos,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Número de piso de la unidad,Disposición,Departamentos por piso,Acceso,Forma del terreno,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Disposición del lote
1394309524,tabasco,casa,https://casa.metroscubicos.com/MLM-1394309524-casa-sola-en-venta-cardenas-centro-_JM,"$854,100",Cárdenas,Cárdenas Centro,90 m²,60 m²,2,1,,2 años,,,,,,,,,,,,,,,,,,,,
1383418293,tabasco,casa,https://casa.metroscubicos.com/MLM-1383418293-casa-fraccionamiento-la-venta-_JM,"$822,000",Villahermosa,Tabasco,184 mÂ²,,,,2,,,0 MXN,5,3,0 aÃ±os,,3,,,,,,,,,,,,,
1361811381,tabasco,casa,https://casa.metroscubicos.com/MLM-1361811381-casa-sola-en-venta-casa-en-privada-samarkanda-en-tabasco-2000-cerca-del-administrativo-de-pemex-_JM,"$5,400,000",Tabasco,Centro,360 m²,259 m²,4,5,,0 años,,,,,,,,,,,,,,,,,,,,
963423066,tabasco,casa,https://casa.metroscubicos.com/MLM-963423066-casa-en-venta-en-fraccionamiento-plaza-villahermosa-_JM,"$1,850,000",Villahermosa,Tabasco,175 m²,80 m²,2,2,1,3 años,,0 MXN,,,,,,,,,,,,,,,,,,
805503617,tabasco,casa,https://casa.metroscubicos.com/MLM-805503617-casa-nueva-en-venta-fraccionamiento-onix-villahermosa-_JM,"$3,500,000",Villahermosa,Tabasco,201 m²,201 m²,3,3,2,0 años,,0 MXN,,,,,,,,,,,,,,,,,,
1384099580,tabasco,casa,https://casa.metroscubicos.com/MLM-1384099580-casa-sola-en-venta-venta-nueva-en-real-del-sur-cerca-de-altabrisa-_JM,"$6,709,000",Centro,Real de Tabasco,320 m²,494 m²,3,4,,0 años,,,,,,,,,,,,,,,,,,,,
1376687622,tabasco,casa,https://casa.metroscubicos.com/MLM-1376687622-casa-sola-en-venta-deportiva-residencial-_JM,"$3,300,000",Tabasco,Centro,261 m²,241 m²,3,3,,0 años,,,,,,,,,,,,,,,,,,,,
1348179850,tabasco,casa,https://casa.metroscubicos.com/MLM-1348179850-casa-villahermosa-centro-_JM,"$2,750,000",Villahermosa,Tabasco,172 m²,,3,2,2,0 años,,0 MXN,,,,5,2,,,,,,,,,,,,,
1421692669,tabasco,casa,https://casa.metroscubicos.com/MLM-1421692669-casa-en-venta-en-fracc-real-campestre-_JM,"$3,400,000",Tabasco,Nacajuca,157 m²,221 m²,3,3,2,,,,,,,,,,,,,,,,,,,,,
1408837499,tabasco,remate,https://casa.metroscubicos.com/MLM-1408837499-remate-de-casa-en-fraccionamiento-puerta-magna-_JM,"$3,800,000",Centro,Arboledas,190 mÂ²,289 mÂ²,,,4,,,,3,3,7 aÃ±os,,,,,,,,,,,,,,,
1386331500,tabasco,casa,https://casa.metroscubicos.com/MLM-1386331500-casa-sola-en-venta-venta-en-plaza-villahermosa-cerca-de-plaza-altabrisa-y-deportiva-_JM,"$2,300,000",Centro,Plaza Jardín,117 m²,186 m²,6,6,,0 años,,,,,,,,,,,,,,,,,,,,
1386362828,tabasco,casa,https://casa.metroscubicos.com/MLM-1386362828-casa-sola-en-venta-venta-residencial-famboyanes-en-villahermosa-_JM,"$5,500,000",Centro,Sanchez Magallanes,360 m²,290 m²,4,4,,0 años,,,,,,,,,,,,,,,,,,,,
1300590523,tabasco,residencial,https://casa.metroscubicos.com/MLM-1300590523-residencial-casa-en-venta-_JM,"$1,600,000",Centro,Miguel Hidalgo,120 m²,186 m²,3,2,2,10 años,,,,,,,,,,,,,,,,,,,,
922745790,tabasco,casa,https://casa.metroscubicos.com/MLM-922745790-casa-sola-en-venta-venta-en-altozano-precio-de-oportunidad-en-villahermosa-tabasco-_JM,"$1,990,000",Centro,El Porvenir 1a Sección,119 m²,121 m²,3,3,,0 años,,,,,,,,,,,,,,,,,,,,
