ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1422751516,coahuila,casa,https://casa.metroscubicos.com/MLM-1422751516-casa-en-venta-en-los-vinedos-_JM,"$3,500,000",Torreón,Los Viñedos,220 m²,,3,3,2,,,,315 m²,,,,,,,,,,,,,,,,,,,
1426279801,coahuila,casa,https://casa.metroscubicos.com/MLM-1426279801-casa-en-venta-en-magisterio-seccion-38-_JM,"$5,000,000",Saltillo,Magisterio Sección 38,1000 m²,,3,3,3,,,,500 m²,,,,,,,,,,,,,,,,,,,
1426273354,coahuila,casa,https://casa.metroscubicos.com/MLM-1426273354-casa-en-venta-en-parques-de-la-canada-_JM,"$3,600,000",Saltillo,Parques De La CaÃ±ada,450 mÂ²,,,,2,,,,377 mÂ²,3,4,,,,,,,,,,,,,,,,,
1426247590,coahuila,casa,https://casa.metroscubicos.com/MLM-1426247590-casa-en-venta-en-los-molinos-_JM,"$13,400,000",Saltillo,Los Molinos,1041 m²,,4,4,4,,,,496 m²,,,,,,,,,,,,,,,,,,,
1426367521,coahuila,casa,https://casa.metroscubicos.com/MLM-1426367521-casa-en-venta-en-las-misiones-_JM,"$6,800,000",Saltillo,Las Misiones,397 mÂ²,,,,3,,,,361 mÂ²,4,4,,,,,,,,,,,,,,,,,
1425974011,coahuila,casa,https://casa.metroscubicos.com/MLM-1425974011-casa-en-venta-en-privadas-de-santiago-_JM,"$4,250,000",Saltillo,Privadas De Santiago,200 m²,,3,3,2,,,,250 m²,,,,,,,,,,,,,,,,,,,
1424089170,coahuila,casa,https://casa.metroscubicos.com/MLM-1424089170-casa-en-venta-ampliacion-la-rosita-torreon-_JM,"$3,600,000",Torreón,FOVISSSTE Ampliación La Rosita,242 m²,,6,3,2,,,,398 m²,,,,,,,,,,,,,,,,,,,
1423557138,coahuila,casa,https://casa.metroscubicos.com/MLM-1423557138-casa-en-venta-en-col-san-isidro-_JM,"$5,890,000",Torreón,San Isidro,686 m²,,4,3,4,,,,405 m²,,,,,,,,,,,,,,,,,,,
1423537686,coahuila,casa,https://casa.metroscubicos.com/MLM-1423537686-casa-en-venta-en-fracc-verderas-de-la-joyafracc-vinedos-_JM,"$1,980,000",Torreón,Los Viñedos,140 m²,,4,3,,,,,230 m²,,,,,,,,,,,,,,,,,,,
1423524610,coahuila,casa,https://casa.metroscubicos.com/MLM-1423524610-casa-en-venta-en-palma-real-_JM,"$2,750,000",Torreón,Fraccionamiento Residencial Palma Real,200 m²,,3,3,,,,,245 m²,,,,,,,,,,,,,,,,,,,
1422708477,coahuila,casa,https://casa.metroscubicos.com/MLM-1422708477-casa-en-venta-en-lomas-del-campestre-_JM,"$1,990,000",Torreón,Lomas Del Campestre,130 m²,,4,4,1,,,,197 m²,,,,,,,,,,,,,,,,,,,
1422727427,coahuila,casa,https://casa.metroscubicos.com/MLM-1422727427-casa-en-venta-en-residencial-quintas-la-cima-_JM,"$1,945,000",TorreÃ³n,La Perla,176 mÂ²,,,,2,,,,174 mÂ²,3,2,,,,,,,,,,,,,,,,,
1422702220,coahuila,casa,https://casa.metroscubicos.com/MLM-1422702220-casa-en-venta-en-residencial-palma-real-_JM,"$1,985,000",Torreón,Fraccionamiento Residencial Palma Real,176 m²,,2,2,2,,,,174 m²,,,,,,,,,,,,,,,,,,,
1422740244,coahuila,casa,https://casa.metroscubicos.com/MLM-1422740244-casa-en-venta-en-los-angeles-_JM,"$15,000,000",Torreón,Los Ángeles,960 m²,,4,4,4,,,,800 m²,,,,,,,,,,,,,,,,,,,
1422751864,coahuila,casa,https://casa.metroscubicos.com/MLM-1422751864-casa-en-venta-en-residencial-campestre-la-rosita-_JM,"$9,250,000",Torreón,Residencial Campestre la Rosita,1200 m²,,4,2,2,,,,600 m²,,,,,,,,,,,,,,,,,,,
1422740240,coahuila,casa,https://casa.metroscubicos.com/MLM-1422740240-casa-en-venta-en-ana-_JM,"$1,820,000",Torreón,El Campanario,132 m²,,4,2,2,,,,214 m²,,,,,,,,,,,,,,,,,,,
